"V8"	"V9"	"T2_3"	"UCLA_1_1"	"UCLA_1_2"	"UCLA_1_3"	"UCLA_1_4"	"UCLA_1_5"	"UCLA_1_6"	"UCLA_1_7"	"UCLA_1_8"	"UCLA_1_9"	"UCLA_1_10"	"T3_3"	"UCLA_2_1"	"UCLA_2_2"	"UCLA_2_3"	"UCLA_2_4"	"UCLA_2_5"	"UCLA_2_6"	"UCLA_2_7"	"UCLA_2_8"	"UCLA_2_9"	"UCLA_2_10"	"T4_3"	"SLWS_1"	"SLWS_2"	"SLWS_3"	"SLWS_4"	"SLWS_5"	"T5_3"	"SE_1_1"	"SE_1_2"	"SE_1_3"	"SE_1_4"	"SE_1_5"	"SE_1_6"	"SE_1_7"	"SE_1_8"	"SE_1_9"	"SE_1_10"	"SE_2_1"	"SE_2_2"	"SE_2_3"	"SE_2_4"	"SE_2_5"	"SE_2_6"	"SE_2_7"	"SE_2_8"	"SE_2_9"	"SE_2_10"	"T6_3"	"Mood_1"	"Mood_2"	"Mood_3"	"Mood_4"	"Mood_5"	"Mood_6"	"Mood_7"	"Mood_8"	"Mood_9"	"Mood_10"	"Mood_11"	"Mood_12"	"Mood_13"	"Mood_14"	"Mood_15"	"Mood_16"	"T7_3"	"Disc_1"	"Disc_2"	"Disc_3"	"Disc_4"	"T8_3"	"Disc_5"	"Disc_6"	"Disc_7"	"Disc_8"	"Disc_9"	"T9_3"	"DiscR_1"	"DiscR_2"	"DiscR_3"	"DiscR_4"	"T10_3"	"DiscR_5"	"DiscR_6"	"DiscR_7"	"DiscR_8"	"DiscR_9"	"T11_3"	"EIS_1"	"EIS_2"	"EIS_3"	"EIS_4"	"EIS_5"	"EIS_6"	"T12_3"	"Well_B_1"	"Well_B_2"	"Well_B_3"	"Well_B_4"	"Well_B_5"	"Well_B_6"	"Well_B_7"	"Well_B_8"	"Well_B_9"	"Well_B_10"	"T13_3"	"Rau_1"	"Rem_2"	"Rsa_6"	"Rau_7"	"Rem_8"	"Rsa_12"	"Rau_13"	"Rem_14"	"Rsa_18"	"Rau_19"	"Rem_20"	"Rsa_24"	"Rau_25"	"Rem_26"	"Rsa_30"	"Rau_31"	"Rem_32"	"Rsa_36"	"Rau_37"	"Rem_38"	"Rsa_42"	"T14_3"	"Sex"	"Age"	"Ethn_1"	"Ethn_2"	"Ethn_3"	"Ethn_4"	"Ethn_5"	"Ethn_6"	"Ethn_7"	"Ethn_7_TEXT"	"Cntry_Orig"	"Prim_Lang"	"Pol_Ori"	"T15_3"	"Interr"	"Distr"	"Privacy"	"Scrn_Size"	"T16_3"	"Debr"	"T17_3"	"end"	"T18_3"	"Subject"	"UCLA_1_1.rev"	"UCLA_1_5.rev"	"UCLA_1_6.rev"	"UCLA_1_9.rev"	"UCLA_1_10.rev"	"UCLA_2_5.rev"	"UCLA_2_6.rev"	"UCLA_2_9.rev"	"UCLA_2_10.rev"	"UCLA_total"	"SWLS_total"	"SE_total"	"SE_perf"	"SE_social"	"SE_appear"	"Mood_total"	"PD_general"	"PD_race"	"EI_total"	"WellB_total"	"WellB_PA"	"WellB_NA"	"WellR_total"	"WellR_auto"	"WellR_envir"	"WellR_accept"
"12/20/15"	"12/20/15"	31.65	4	3	2	2	3	4	1	1	4	4	105.227	1	2	1	1	2	3	1	1	2	2	49.546	3	4	2	5	2	19.935	2	3	2	3	1	1	3	4	2	4	1	2	3	3	4	5	3	4	4	3	35.318	2	2	3	3	2	3	3	4	2	3	2	4	1	4	1	3	66.72	5	5	2	6	19.579	2	3	6	2	1	27.277	2	3	2	4	20.354	2	2	4	1	1	41.085	2	3	3	7	8	4	47.902	2	2	2	2	2	2	1	2	1	1	81.348	2	5	2	5	3	2	3	6	6	4	4	2	3	2	5	6	5	5	4	4	2	28.97	1	45	NA	NA	1	NA	NA	NA	NA	" "	"United States"	"English"	6	31.567	1	1	1	1	43.321	1	14.685	1	16.533	426	1	2	1	1	1	3	2	3	3	1.65	3.2	2.35	2.71428571428571	2.57142857142857	1.66666666666667	2.625	32	21	7.16666666666667	-3	0	3	4.09523809523809	4.42857142857143	4.71428571428571	3.14285714285714
"12/20/15"	"12/20/15"	5.813	1	4	4	4	1	1	4	4	1	1	70.523	4	4	4	4	1	1	3	4	1	1	53.522	6	5	6	6	6	19.84	4	1	4	1	1	4	1	1	4	1	4	4	1	4	1	1	4	1	1	1	32.054	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	40.719	1	1	1	1	19.809	1	1	1	1	1	18.265	1	1	1	1	14.681	1	1	1	1	1	43.063	8	8	8	1	2	8	47.382	1	1	1	1	1	2	2	2	2	2	24.318	5	5	5	5	3	5	2	2	2	4	5	5	5	3	2	2	2	2	5	6	5	29.046	2	42	NA	NA	1	NA	NA	NA	NA	" "	"United States"	"English"	9	62.345	1	1	1	1	19.616	1	15.07	1	42.237	428	4	4	4	4	4	4	4	4	4	3.95	5.8	4.5	4.57142857142857	4.57142857142857	4.33333333333333	1	9	9	1.83333333333333	5	5	0	6.09523809523809	6	6	6.28571428571429
"12/24/15"	"12/24/15"	11.204	2	2	3	3	3	2	2	2	3	2	53.951	2	2	2	2	3	3	2	1	2	2	44.191	6	3	5	5	1	37.488	5	4	2	1	1	3	5	3	5	3	3	2	3	3	3	3	3	1	3	4	42.876	4	1	5	3	3	4	2	3	2	5	1	4	1	4	3	5	46.868	5	4	3	3	28.147	3	3	4	1	2	58.195	3	3	3	3	17.108	3	3	5	2	1	94.428	7	6	6	2	2	6	35.671	1	2	2	2	1	1	1	1	1	2	36.644	5	2	3	2	6	4	5	5	5	2	5	6	5	5	5	3	4	6	5	5	3	39.367	2	40	NA	NA	1	NA	NA	NA	NA	" "	"United States of America"	"English"	5	26.644	1	1	1	1	49.855	1	15.081	1	13.335	429	3	2	3	2	3	2	2	3	3	2.3	4	3.2	4.42857142857143	2.71428571428571	2.33333333333333	3.125	28	26	3.16666666666667	-2	2	4	4.80952380952381	5.28571428571429	4.85714285714286	4.28571428571429
"12/24/15"	"12/24/15"	8.002	2	2	2	2	3	3	3	2	2	2	40.709	2	3	2	2	2	2	2	2	3	3	27.531	1	1	2	2	4	13.302	4	1	2	1	1	3	4	4	5	3	3	3	2	5	1	1	3	1	4	1	24.042	3	2	4	3	3	3	3	3	2	4	1	2	1	2	3	3	46.734	4	4	3	5	22.056	3	4	5	2	2	20.852	4	4	3	5	16.139	3	4	5	2	2	28.727	3	5	5	3	5	4	30.889	1	1	1	2	2	2	1	2	1	2	26.933	5	2	2	5	4	4	3	4	5	1	4	5	6	4	4	1	4	3	5	1	5	39.67	2	58	NA	NA	1	NA	1	NA	NA	" "	"USA"	"English"	6	31.025	1	1	1	2	14.153	1	15.192	1	3.986	430	3	2	2	3	3	3	3	2	2	2.35	2	3.8	4.42857142857143	3.85714285714286	3	2.625	32	32	5.16666666666667	1	3	2	5.19047619047619	6.57142857142857	4.14285714285714	4.85714285714286
"12/20/15"	"12/20/15"	23.29	2	2	3	3	3	2	3	3	2	2	46.869	3	2	2	3	3	2	3	3	3	2	39.14	6	5	6	5	3	23.241	4	3	4	2	1	4	1	2	4	1	4	4	2	4	1	1	2	1	2	1	40.702	3	2	2	1	1	2	1	2	3	1	2	1	1	2	2	2	33.677	2	2	2	3	21.529	1	2	4	3	1	28.12	3	3	1	4	25.298	2	3	5	2	2	21.67	8	6	5	4	6	6	35.866	1	1	1	2	2	2	1	1	2	2	29.439	5	4	3	5	4	5	2	2	2	3	4	5	5	4	3	2	2	3	5	4	3	26.363	2	29	NA	NA	1	NA	NA	NA	NA	" "	"United States"	"English"	3	27.776	1	1	1	1	20.944	1	15.725	1	5.935	432	3	2	3	3	3	2	3	2	3	2.7	5	4.3	4.28571428571429	4.28571428571429	4.33333333333333	1.75	20	25	4.16666666666667	1	3	2	5.66666666666667	6.14285714285714	5.42857142857143	5.42857142857143
"12/19/15"	"12/19/15"	4.541	1	3	3	3	2	2	3	4	1	1	65.579	3	3	3	3	3	3	4	3	3	1	204.473	5	5	4	3	1	32.655	4	2	1	1	1	4	5	3	4	1	4	3	1	4	4	1	2	2	2	1	59.985	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	21.4	2	2	2	1	22.071	1	1	2	3	2	26.564	2	2	1	2	21.533	1	1	2	2	2	21.547	8	7	7	2	1	1	23.552	1	1	1	1	1	2	2	2	2	2	35.683	6	4	3	6	2	3	2	2	6	1	4	6	5	1	5	1	3	3	6	5	4	41.197	2	38	NA	NA	1	NA	NA	NA	NA	" "	"usa"	"english"	7	52.782	1	1	1	1	18.379	1	15.927	1	8.387	435	4	3	3	4	4	2	2	2	4	3.15	3.6	3.8	4.28571428571429	4	3	1	16	15	3.33333333333333	5	5	0	5.71428571428571	7	5.57142857142857	4.57142857142857
"12/20/15"	"12/20/15"	5.191	3	2	3	3	4	2	2	3	2	3	35.374	2	3	1	2	3	3	1	2	3	2	29.431	2	3	2	2	1	21.61	4	3	4	2	4	3	4	3	4	3	4	3	4	4	3	4	3	2	3	2	27.816	2	4	4	5	4	2	3	3	2	4	3	2	2	3	4	3	33.826	4	4	4	3	16.029	4	5	5	3	3	16.639	2	2	2	2	10.727	3	2	4	2	1	17.411	6	4	6	7	5	4	31.334	1	1	1	2	1	2	1	1	1	2	39.176	5	3	5	4	4	5	5	6	4	4	5	3	5	3	3	4	3	4	3	5	4	11.008	2	19	NA	NA	1	NA	NA	NA	NA	" "	"America"	"English"	5	28.841	1	1	1	2	19.921	1	16.401	1	6.521	438	2	1	3	3	2	2	2	2	3	2.2	2	3.2	3.57142857142857	3	3	3.125	35	20	5.33333333333333	1	4	3	5	4.85714285714286	5	5.14285714285714
"12/22/15"	"12/22/15"	5.753	2	1	2	2	3	3	2	2	1	2	41.173	2	2	1	2	3	3	4	2	3	3	39.037	6	3	2	5	7	22.528	4	2	3	3	2	2	2	2	4	1	3	3	2	3	1	1	2	1	1	1	29.896	2	3	2	3	3	3	1	2	2	2	1	2	1	1	2	1	38.019	4	4	4	3	32.985	4	3	5	3	3	26.785	4	4	4	3	14.976	4	4	4	3	3	24.154	6	7	6	9	9	3	30.071	1	2	2	2	2	1	1	1	1	2	21.086	6	6	5	6	2	5	3	3	2	2	4	5	5	2	1	1	5	1	6	3	5	34.983	1	25	NA	NA	1	NA	NA	NA	NA	" "	"USA"	"English"	7	32.191	1	1	1	2	16.61	1	17.268	1	60.163	448	3	2	2	4	3	2	2	2	2	2.2	4.6	3.95	4	4.42857142857143	3.33333333333333	1.9375	33	33	6	-3	1	4	6.09523809523809	6.71428571428571	5	6.57142857142857
"12/24/15"	"12/24/15"	12.793	2	4	4	4	1	3	2	1	1	1	132.004	4	4	4	4	1	3	2	3	1	1	100.144	6	4	4	6	6	68.287	4	1	2	1	2	3	4	3	1	2	4	3	1	2	1	1	1	2	4	1	57.473	1	1	3	1	1	1	1	1	2	2	1	3	1	2	1	1	75.594	1	1	1	5	54.695	1	1	1	1	1	47.812	1	1	1	1	44.769	1	1	2	1	1	70.26	5	2	2	5	5	5	64.412	1	1	1	1	2	2	2	2	2	2	59.032	6	3	4	5	1	5	1	1	1	1	5	6	4	2	3	2	1	2	6	3	3	90.616	2	61	NA	NA	1	NA	NA	NA	NA	" "	"USA"	"english"	5	60.625	1	1	1	1	41.221	1	17.597	1	33.048	450	3	4	2	4	4	4	2	4	4	3.35	5.2	3.65	3.14285714285714	4.57142857142857	3.16666666666667	1.4375	13	10	6	4	4	0	6.04761904761905	6.71428571428571	5.42857142857143	6
"12/20/15"	"12/20/15"	16.843	2	2	2	2	2	3	1	2	2	3	65.273	1	1	1	1	3	3	1	1	2	2	57.942	4	3	5	6	3	26.651	3	3	4	2	2	2	1	2	3	2	3	4	2	4	2	2	2	2	1	1	42.752	4	1	3	2	1	4	2	4	5	2	3	2	3	4	2	2	54.9	3	3	3	4	47.193	3	4	4	1	1	24.73	2	3	1	4	28.856	3	4	3	1	1	24.16	6	5	5	6	7	5	47.835	1	2	2	2	2	2	1	2	2	2	49.76	6	3	4	5	2	4	3	5	4	3	4	5	5	3	3	2	4	2	6	3	3	53.041	2	30	NA	NA	1	NA	NA	NA	NA	" "	"United  States"	"English"	9	34.02	1	1	1	1	26.376	1	18.676	1	16.52	454	3	3	2	3	2	2	2	3	3	1.9	4.2	3.85	3.85714285714286	4	3.66666666666667	2.75	26	22	5.33333333333333	0	1	1	5.28571428571429	6.28571428571429	4.28571428571429	5.28571428571429
"12/20/15"	"12/20/15"	23.986	2	1	1	2	3	3	2	2	2	2	105.893	2	3	1	2	3	3	4	2	3	3	101.832	2	2	2	3	2	43.778	4	2	3	2	1	3	1	2	4	2	3	2	2	4	1	3	2	1	2	2	73.62	2	1	1	2	2	2	1	2	2	2	2	1	1	2	2	1	66.486	4	4	3	4	62.112	2	3	3	1	1	38.701	3	3	3	3	31.265	2	3	3	1	1	26.009	2	2	2	8	5	2	50.002	1	1	1	2	2	2	1	1	1	2	56.889	5	2	2	5	2	4	2	5	4	2	5	3	5	2	5	2	5	5	5	2	2	50.351	1	60	NA	NA	1	NA	NA	NA	NA	" "	"USA"	"english"	2	36.731	1	1	1	1	28.16	1	20.127	1	19.659	461	3	2	2	3	3	2	2	2	2	2.15	2.2	3.9	4.28571428571429	4.14285714285714	3.16666666666667	1.625	25	22	7.5	0	3	3	4.76190476190476	6.28571428571429	4.14285714285714	3.85714285714286
"12/23/15"	"12/23/15"	3.219	3	2	2	3	3	4	3	1	1	2	118.812	2	4	1	2	1	3	4	1	3	3	110.278	3	3	6	6	3	28.198	5	3	4	1	1	4	5	3	5	1	5	4	1	5	1	1	3	1	2	1	36.317	1	1	4	1	2	2	1	1	2	1	1	1	1	1	1	2	34.624	4	4	2	1	58.145	1	1	1	3	1	52.923	1	1	2	1	21.111	1	1	2	1	1	21.737	1	1	1	9	8	1	110.816	1	1	1	2	1	2	1	1	2	1	54.601	6	5	4	6	5	5	1	5	3	1	5	5	6	5	4	1	4	1	6	6	1	40.03	2	35	NA	NA	1	NA	NA	NA	NA	" "	"USA"	"ENGLISH"	9	42.892	1	1	1	1	24.63	1	20.777	1	5.618	464	2	2	1	4	3	4	2	2	2	2.35	4.2	4.3	4.85714285714286	4.14285714285714	3.83333333333333	1.4375	18	11	8.83333333333333	1	4	3	5.95238095238095	7.28571428571429	5.28571428571429	5.28571428571429
"12/21/15"	"12/21/15"	5.674	1	1	2	2	2	2	3	3	2	2	77.795	3	2	3	3	2	3	1	3	2	3	68.009	3	3	3	3	3	42.436	4	3	2	3	1	4	2	3	4	2	4	3	3	4	3	3	4	3	3	2	52.272	3	2	4	2	2	2	1	2	4	1	2	3	3	3	2	4	53.063	3	2	2	1	47.451	1	1	3	1	1	37.14	3	3	3	2	25.73	3	1	2	1	1	36.181	7	6	6	4	3	6	78.389	1	1	1	2	2	2	2	1	1	2	42.323	4	4	3	5	4	4	4	1	3	2	4	5	4	5	3	3	3	2	5	3	4	73.62	2	33	NA	NA	1	NA	NA	NA	NA	" "	"United States"	"English"	5	50.932	1	1	1	2	34.914	1	23.015	1	10.712	472	4	3	3	3	3	3	2	3	2	2.6	3	3.4	3.71428571428571	3.14285714285714	3.33333333333333	2.5	15	19	3.66666666666667	1	3	2	5.38095238095238	5.57142857142857	5.14285714285714	5.42857142857143
"12/24/15"	"12/24/15"	9.553	2	2	2	2	1	2	3	3	2	2	110.024	2	3	3	3	3	2	2	2	3	4	58.881	1	5	1	2	1	66.851	4	3	4	3	4	4	4	4	3	3	2	3	3	3	3	2	2	2	3	2	12.104	5	5	5	5	5	5	5	5	4	2	3	1	1	3	3	3	56.512	1	1	1	1	22.34	1	1	1	1	1	21.739	1	1	1	1	12.804	1	1	1	1	1	8.788	5	4	5	5	8	7	16.315	1	1	1	1	2	2	2	2	1	2	38.068	6	4	1	3	6	4	4	1	4	1	4	4	4	6	6	1	6	6	6	6	6	40.976	2	30	NA	NA	1	NA	NA	NA	NA	" "	"united states"	"english"	5	49.531	1	1	1	1	18.944	1	23.456	1	10.505	473	3	4	3	3	3	2	3	2	1	2.55	2	3.15	3.14285714285714	3.14285714285714	3.16666666666667	3.75	9	9	5.33333333333333	3	4	1	5.19047619047619	6.14285714285714	5.28571428571429	4.14285714285714
"12/24/15"	"12/24/15"	4.762	2	3	2	2	3	2	2	2	2	3	38.795	2	3	2	2	2	2	1	2	2	2	31.551	2	2	5	3	2	22.764	4	4	3	2	1	4	3	3	4	2	4	3	3	4	2	2	3	1	2	2	30.777	2	2	4	2	3	3	1	2	3	3	2	3	2	3	2	2	26.954	3	2	2	3	19.179	3	3	3	2	2	14.482	3	3	2	3	11.872	3	3	3	2	2	11.269	6	6	3	5	4	6	20.278	1	1	1	2	1	1	1	1	2	2	19.25	3	3	3	6	3	4	4	3	3	3	5	5	3	4	3	4	3	2	5	3	4	21.066	2	32	NA	NA	1	NA	NA	NA	NA	" "	"United States"	"English"	5	18.476	1	1	1	1	12.881	1	23.664	1	12.652	476	3	2	3	3	2	3	3	3	3	2.4	2.8	3.7	4.28571428571429	3.28571428571429	3.5	2.4375	23	24	4.66666666666667	1	4	3	5.14285714285714	5.14285714285714	4.85714285714286	5.42857142857143
"12/20/15"	"12/20/15"	6.125	3	2	2	2	3	3	2	2	3	3	48.11	2	2	2	2	3	3	3	2	3	3	28.97	2	2	2	3	5	102.427	3	2	2	2	2	2	2	3	4	3	3	3	2	3	2	3	3	1	3	2	26.426	2	3	2	3	3	1	2	1	2	2	2	1	1	1	2	1	46.687	5	5	4	4	21.351	2	4	4	2	3	18.882	3	3	3	3	14.134	1	4	4	1	1	16.032	4	6	6	7	7	4	43.735	1	2	1	2	2	1	1	1	1	2	20.67	5	5	2	5	5	4	4	5	2	1	3	4	5	3	5	2	3	3	5	2	3	42.751	2	22	NA	NA	1	NA	NA	NA	NA	" "	"USA"	"English"	7	29.256	1	1	1	1	14.289	1	24.317	1	5.94	481	2	2	2	2	2	2	2	2	2	2.05	2.8	3.4	3.71428571428571	3.57142857142857	2.83333333333333	1.8125	33	23	5.66666666666667	-2	2	4	5.23809523809524	6.14285714285714	4.85714285714286	4.71428571428571
"12/21/15"	"12/21/15"	3.852	1	1	1	1	1	1	1	1	1	1	19.464	2	4	4	1	4	3	4	2	3	1	38.767	7	7	7	7	7	13.749	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	75.312	5	5	5	1	1	5	1	1	5	1	1	5	1	5	1	1	42.78	6	1	1	1	20.202	1	1	1	1	1	20.803	6	5	6	6	10.482	6	5	6	6	6	15.16	8	8	8	8	8	8	22.065	1	1	1	1	1	1	1	2	2	2	19.7	6	6	6	6	6	6	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6	14.956	1	26	NA	NA	1	NA	NA	NA	NA	" "	"Us"	"English"	5	36.67	1	1	1	2	29.381	1	25.767	1	7.439	487	4	4	4	4	4	1	2	2	4	2.55	7	3.6	3.85714285714286	2.71428571428571	4.33333333333333	2.75	14	52	4	3	5	2	5.38095238095238	5.85714285714286	5.14285714285714	5.14285714285714
"12/19/15"	"12/19/15"	10.344	1	2	3	2	1	1	2	2	2	1	55.895	2	1	3	2	2	1	4	2	4	2	39.721	4	4	6	6	7	16.465	5	2	5	3	1	3	1	3	4	1	5	3	1	5	1	2	3	1	1	1	30.648	1	1	4	3	3	2	1	1	3	1	2	1	3	3	1	1	36.369	1	1	1	3	27.996	1	1	3	1	1	23.753	1	1	1	3	18.271	1	1	1	1	1	13.374	6	7	4	4	5	5	29.422	1	1	1	1	1	2	2	2	2	2	32.762	5	4	6	3	2	5	2	3	3	1	5	6	5	4	2	2	3	2	5	3	2	30.999	2	45	NA	NA	1	NA	NA	NA	NA	" "	"1970"	"english"	7	21.224	1	1	1	1	9.883	1	26.126	1	4.767	489	4	4	4	3	4	3	4	1	3	2.75	5.4	4.35	4.57142857142857	4.28571428571429	4.16666666666667	1.9375	13	11	4.5	5	5	0	5.66666666666667	6.14285714285714	4.85714285714286	6
"12/23/15"	"12/23/15"	6.461	2	2	2	2	2	2	2	1	2	1	32.353	2	2	2	1	2	3	3	2	3	3	33.394	6	3	6	6	6	18.041	4	2	4	2	1	3	1	2	4	2	4	4	2	5	1	2	2	1	3	1	38.848	2	1	2	2	1	1	1	2	3	2	2	2	2	2	2	1	21.062	3	3	3	3	11.807	4	3	3	3	3	14.573	3	3	3	3	14.633	4	4	4	2	2	14.935	5	3	3	7	7	9	24.189	1	1	1	1	1	2	1	1	1	2	19.273	5	5	5	5	3	5	2	4	2	4	5	5	5	5	4	2	2	4	6	6	6	17.396	1	38	NA	NA	1	NA	NA	NA	NA	" "	"UNITED STATES"	"ENGLISH"	2	20.587	1	1	1	1	14.603	1	28.071	1	16.027	494	3	3	3	3	4	3	2	2	2	2.3	5.4	4.2	4.28571428571429	4.28571428571429	4	1.75	28	28	5.66666666666667	2	5	3	5.80952380952381	6.14285714285714	5.42857142857143	5.85714285714286
"12/22/15"	"12/22/15"	2.987	4	1	1	1	3	4	3	1	4	4	46.135	1	1	1	1	4	4	1	1	4	4	43.551	4	6	2	2	1	69.456	3	4	2	3	1	2	4	4	3	3	3	3	3	3	2	2	3	1	2	1	41.574	5	1	5	4	4	4	4	4	4	4	1	4	4	4	4	1	34.933	1	1	1	1	21.54	1	1	1	1	1	17.955	3	2	3	1	32.542	1	1	1	1	1	17.338	5	5	5	5	5	5	39.945	2	2	2	2	2	2	1	2	1	2	24.203	5	3	2	2	5	2	6	5	5	1	5	1	2	3	5	1	5	6	5	1	2	43.002	2	21	NA	NA	1	NA	NA	NA	NA	" "	"u.s.a"	"english"	2	32.28	1	1	1	1	15.812	1	28.539	1	5.699	495	1	2	1	1	1	1	1	1	1	1.15	3	3.2	3.71428571428571	3.14285714285714	2.66666666666667	3.5625	9	14	5	-2	0	2	4.19047619047619	5.14285714285714	4.42857142857143	3
"12/24/15"	"12/24/15"	4.109	2	1	1	2	2	2	2	2	2	3	86.529	2	2	1	2	3	3	2	1	3	3	69.89	3	3	2	3	2	30.959	4	3	3	3	1	5	3	4	3	3	3	3	3	4	2	2	4	2	3	3	46.057	4	2	5	2	2	4	4	3	5	3	1	2	1	4	2	2	64.287	5	5	3	4	33.823	4	1	4	4	3	28.283	2	2	1	3	36.396	3	2	3	1	1	27.093	7	8	8	3	6	7	44.867	1	1	1	1	1	1	2	1	1	2	70.264	6	4	4	4	5	4	4	3	6	3	6	6	5	6	4	2	4	5	6	3	4	56.675	1	22	NA	NA	1	NA	NA	NA	1	"black and white"	"USA"	"English"	6	54.967	1	1	1	1	29.238	1	28.742	1	281.098	496	3	3	3	3	2	2	2	2	2	2	2.6	3.35	3.71428571428571	2.85714285714286	3.5	2.875	33	18	3.16666666666667	2	5	3	5.23809523809524	6	5	4.71428571428571
"12/23/15"	"12/23/15"	2.859	2	2	2	2	2	2	2	2	2	2	33.977	3	3	2	3	3	3	3	3	3	3	13.82	4	4	5	5	3	12.909	3	3	3	1	1	4	1	1	3	1	4	4	2	4	1	1	1	1	1	1	43.887	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	19.4	3	3	3	2	11.936	3	3	3	3	3	18.298	3	3	3	3	12.643	3	3	3	3	3	10.5	4	5	5	6	6	6	15.081	1	1	1	2	1	2	2	2	2	2	16.548	5	5	4	3	3	4	4	2	2	4	3	3	3	3	3	3	4	4	4	4	4	11.747	1	52	NA	NA	1	NA	NA	NA	NA	" "	"United States"	"English"	7	21.986	1	1	1	1	12.427	1	29.256	1	5.145	499	3	3	3	3	3	2	2	2	2	2.5	4.2	4.35	4.28571428571429	4.57142857142857	4.16666666666667	3	26	27	5.33333333333333	4	4	0	5.04761904761905	4.85714285714286	5.14285714285714	5.14285714285714
"12/24/15"	"12/24/15"	4.447	2	1	1	1	2	3	3	2	1	3	69.377	2	2	1	3	4	3	4	2	3	2	91.116	2	3	3	6	2	34.659	4	1	5	1	1	4	1	1	2	3	3	3	3	4	1	3	1	3	2	1	47.07	5	3	4	4	3	4	2	3	5	3	2	1	4	3	1	1	41.529	3	1	1	3	35.433	1	1	2	1	1	24.25	1	1	2	3	35.455	3	1	3	1	1	19.911	5	7	7	5	6	7	36.944	1	1	1	2	2	1	1	1	1	2	36.245	6	6	3	6	3	3	1	2	5	1	6	6	6	4	3	2	4	4	6	3	3	40.795	2	29	NA	NA	1	NA	NA	NA	NA	" "	"US"	"English"	5	32.41	1	1	1	1	23.351	1	29.752	1	15.237	501	3	3	2	4	2	1	2	2	3	2.2	3.2	4.05	3.85714285714286	4.42857142857143	3.83333333333333	3	14	16	4.16666666666667	-1	3	4	5.76190476190476	7.14285714285714	5.42857142857143	4.71428571428571
"12/19/15"	"12/19/15"	46.875	1	4	4	4	3	3	4	3	1	2	132.539	3	3	2	3	1	2	3	3	2	2	66.235	6	4	4	7	4	27.154	4	1	1	1	1	3	1	1	5	1	5	5	1	5	1	1	4	1	1	1	52.767	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	39.631	4	3	3	2	48.671	1	1	5	3	3	58.479	3	3	3	3	34.727	1	2	6	3	2	42.155	6	6	8	3	7	6	45.579	1	1	1	1	1	2	2	2	2	2	76.435	6	5	6	6	1	6	1	2	1	1	6	6	6	1	1	1	1	1	6	6	2	77.12	2	37	NA	NA	1	NA	NA	NA	NA	" "	"United States"	"English"	6	50.609	1	1	1	1	50.326	1	30.836	1	16.037	503	4	2	2	4	3	4	3	3	3	3.2	5	4.5	4.85714285714286	4.57142857142857	4	1.0625	25	26	4	5	5	0	6.76190476190476	7.28571428571429	6.28571428571429	6.71428571428571
"12/21/15"	"12/21/15"	10.448	2	2	1	1	4	3	1	2	3	4	67.237	1	2	1	2	3	4	1	1	3	3	50.036	5	4	6	5	3	38.232	2	4	2	3	1	1	2	4	3	2	2	2	4	3	3	3	4	3	3	2	67.224	2	1	4	2	1	3	2	2	3	3	1	2	1	2	1	2	40.039	4	3	3	4	29.882	1	2	4	2	1	29.851	3	3	3	2	25.77	1	2	3	1	1	29.3	5	7	7	3	5	6	44.877	1	1	1	2	1	1	1	1	2	2	33.946	3	4	4	3	4	4	6	3	5	5	5	4	3	5	6	5	5	4	5	3	2	47.019	2	23	NA	NA	1	NA	NA	NA	NA	" "	"USA"	"English"	3	27.257	1	1	1	1	28.524	1	31.378	1	10.198	506	3	1	2	2	1	2	1	2	2	1.55	4.6	2.75	3.14285714285714	2.71428571428571	2.33333333333333	2	24	19	3.83333333333333	1	4	3	4.28571428571429	4	4.71428571428571	4.14285714285714
"12/20/15"	"12/20/15"	144.378	2	2	1	2	2	3	2	2	2	2	75.939	2	2	1	2	2	4	2	2	3	3	59.857	1	2	1	1	1	25.065	4	4	1	4	1	1	5	4	4	5	2	2	2	4	4	2	5	1	5	4	57.925	2	2	3	2	2	2	2	2	2	2	2	2	1	2	2	2	40.108	3	3	2	2	25.869	1	1	3	1	1	30.634	2	3	3	1	54.825	1	1	2	2	1	34.531	5	7	7	3	6	6	37.397	1	2	1	2	1	1	1	1	2	2	31.521	4	5	1	5	6	1	4	3	6	2	4	5	5	5	6	3	6	4	5	1	2	29.563	2	32	NA	NA	1	NA	NA	NA	NA	" "	"USA"	"English"	6	49.563	1	1	1	1	40.344	1	32.154	1	8.418	509	3	3	2	3	3	3	1	2	2	2.1	1.2	2.5	3.57142857142857	2	1.83333333333333	2	17	16	4	0	3	3	4.52380952380952	5.71428571428571	4.57142857142857	3.28571428571429
